gene_id	accession	gene_start	gene_end	query_id	query_desc
ATCC8482_final|contig00003|3_2769	PF12895.13	3294747	3296090	ANAPC3  [M=82]	
ATCC8482_final|contig00003|3_2769	PF13424.12	3294747	3296090	TPR_12  [M=77]	
ATCC8482_final|contig00003|3_2769	PF13428.12	3294747	3296090	TPR_14  [M=44]	
ATCC8482_final|contig00003|3_2769	PF14559.12	3294747	3296090	TPR_19  [M=68]	
ATCC8482_final|contig00003|3_2769	PF07719.23	3294747	3296090	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_2770	PF13715.12	3296101	3297987	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2770	PF13620.12	3296101	3297987	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2770	PF07715.20	3296101	3297987	Plug  [M=107]	
ATCC8482_final|contig00003|3_2772	PF07470.19	3298594	3299817	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_2773	PF17851.8	3299835	3301484	GH43_C2  [M=203]	
ATCC8482_final|contig00003|3_2773	PF04616.20	3299835	3301484	Glyco_hydro_43  [M=288]	
ATCC8482_final|contig00003|3_2774	PF14509.12	3301638	3303575	GH97_C  [M=97]	
ATCC8482_final|contig00003|3_2774	PF14508.12	3301638	3303575	GH97_N  [M=229]	
ATCC8482_final|contig00003|3_2774	PF10566.15	3301638	3303575	Glyco_hydro_97  [M=275]	
ATCC8482_final|contig00003|3_2778	PF00295.23	3309572	3310957	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_2781	PF12784.13	3312830	3313762	PDDEXK_2  [M=229]	
ATCC8482_final|contig00003|3_2782	PF00295.23	3313953	3315389	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_2784	PF13715.12	3317639	3320965	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2784	PF13620.12	3317639	3320965	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2784	PF07715.20	3317639	3320965	Plug  [M=107]	
ATCC8482_final|contig00003|3_2785	PF04542.20	3321009	3321524	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_2785	PF08281.18	3321009	3321524	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_2786	PF12833.13	3321725	3324538	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_2786	PF00165.29	3321725	3324538	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_2786	PF07494.17	3321725	3324538	Reg_prop  [M=24]	
ATCC8482_final|contig00003|3_2786	PF07495.19	3321725	3324538	Y_Y_Y  [M=65]	
ATCC8482_final|contig00003|3_2789	PF00933.27	3329262	3331628	Glyco_hydro_3  [M=316]	
ATCC8482_final|contig00003|3_2789	PF01915.27	3329262	3331628	Glyco_hydro_3_C  [M=200]	
ATCC8482_final|contig00003|3_2790	PF07971.18	3331782	3335207	Glyco_hydro_92  [M=464]	
ATCC8482_final|contig00003|3_2790	PF17678.7	3331782	3335207	Glyco_hydro_92N  [M=236]	
ATCC8482_final|contig00003|3_2791	PF14508.12	3335204	3337138	GH97_N  [M=229]	
ATCC8482_final|contig00003|3_2791	PF10566.15	3335204	3337138	Glyco_hydro_97  [M=275]	
ATCC8482_final|contig00003|3_2792	PF14322.12	3337290	3339116	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2792	PF07980.17	3337290	3339116	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2793	PF13715.12	3339127	3342204	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2793	PF13620.12	3339127	3342204	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2793	PF07715.20	3339127	3342204	Plug  [M=107]	
ATCC8482_final|contig00003|3_2794	PF04542.20	3342330	3342875	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_2794	PF08281.18	3342330	3342875	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_2795	PF07470.19	3342900	3344126	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_2796	PF12833.13	3344362	3347166	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_2796	PF00165.29	3344362	3347166	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_2796	PF07494.17	3344362	3347166	Reg_prop  [M=24]	
ATCC8482_final|contig00003|3_2796	PF07495.19	3344362	3347166	Y_Y_Y  [M=65]	
ATCC8482_final|contig00003|3_2800	PF01041.23	3351464	3352657	DegT_DnrJ_EryC1  [M=360]	
ATCC8482_final|contig00003|3_2801	PF13534.11	3352835	3353002	Fer4_17  [M=61]	
ATCC8482_final|contig00003|3_2801	PF14697.11	3352835	3353002	Fer4_21  [M=59]	
ATCC8482_final|contig00003|3_2801	PF12838.12	3352835	3353002	Fer4_7  [M=52]	
ATCC8482_final|contig00003|3_2801	PF13183.11	3352835	3353002	Fer4_8  [M=68]	
ATCC8482_final|contig00003|3_2801	PF13187.11	3352835	3353002	Fer4_9  [M=52]	
ATCC8482_final|contig00003|3_2807	PF02518.31	3358783	3363063	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_2807	PF00512.31	3358783	3363063	HisKA  [M=66]	
ATCC8482_final|contig00003|3_2807	PF12833.13	3358783	3363063	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_2807	PF00165.29	3358783	3363063	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_2807	PF07494.17	3358783	3363063	Reg_prop  [M=24]	
ATCC8482_final|contig00003|3_2807	PF00072.30	3358783	3363063	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_2807	PF08450.18	3358783	3363063	SGL  [M=246]	
ATCC8482_final|contig00003|3_2807	PF07495.19	3358783	3363063	Y_Y_Y  [M=65]	
ATCC8482_final|contig00003|3_2809	PF07470.19	3363496	3364911	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_2811	PF00295.23	3366828	3368216	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_2811	PF12708.12	3366828	3368216	Pect-lyase_RHGA_epim  [M=213]	
ATCC8482_final|contig00003|3_2814	PF01609.27	3372132	3372854	DDE_Tnp_1  [M=200]	
ATCC8482_final|contig00003|3_2819	PF18565.7	3382684	3385662	Glyco_hydro2_C5  [M=103]	
ATCC8482_final|contig00003|3_2819	PF00703.27	3382684	3385662	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00003|3_2819	PF02836.23	3382684	3385662	Glyco_hydro_2_C  [M=302]	
ATCC8482_final|contig00003|3_2819	PF02837.24	3382684	3385662	Glyco_hydro_2_N  [M=169]	
ATCC8482_final|contig00003|3_2819	PF22666.2	3382684	3385662	Glyco_hydro_2_N2  [M=167]	
ATCC8482_final|contig00003|3_2821	PF01663.27	3388764	3390158	Phosphodiest  [M=342]	
ATCC8482_final|contig00003|3_2821	PF16347.10	3388764	3390158	SGSH_C  [M=154]	
ATCC8482_final|contig00003|3_2822	PF07676.18	3390172	3391497	PD40  [M=38]	
ATCC8482_final|contig00003|3_2823	PF14322.12	3391713	3394022	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2823	PF07980.17	3391713	3394022	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2824	PF13715.12	3394054	3397347	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2824	PF13620.12	3394054	3397347	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2824	PF07715.20	3394054	3397347	Plug  [M=107]	
ATCC8482_final|contig00003|3_2825	PF17293.8	3397715	3398896	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_2825	PF00589.27	3397715	3398896	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_2825	PF13102.12	3397715	3398896	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_2826	PF13715.12	3399185	3400780	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2826	PF13620.12	3399185	3400780	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2826	PF07715.20	3399185	3400780	Plug  [M=107]	
ATCC8482_final|contig00003|3_2827	PF01609.27	3400799	3401704	DDE_Tnp_1  [M=200]	
ATCC8482_final|contig00003|3_2827	PF13612.12	3400799	3401704	DDE_Tnp_1_3  [M=155]	
ATCC8482_final|contig00003|3_2828	PF00593.30	3401762	3403375	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_2829	PF14322.12	3403407	3405545	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2829	PF07980.17	3403407	3405545	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2831	PF17389.8	3406196	3407977	Bac_rhamnosid6H  [M=339]	
ATCC8482_final|contig00003|3_2831	PF17390.7	3406196	3407977	Bac_rhamnosid_C  [M=78]	
ATCC8482_final|contig00003|3_2834	PF17132.9	3411286	3414573	Glyco_hydro_106  [M=743]	
ATCC8482_final|contig00003|3_2835	PF07470.19	3414714	3415847	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_2837	PF00754.31	3418059	3420413	F5_F8_type_C  [M=127]	
ATCC8482_final|contig00003|3_2837	PF22633.2	3418059	3420413	F5_F8_type_C_2  [M=91]	
ATCC8482_final|contig00003|3_2837	PF04616.20	3418059	3420413	Glyco_hydro_43  [M=288]	
ATCC8482_final|contig00003|3_2838	PF00703.27	3420625	3423492	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00003|3_2838	PF02837.24	3420625	3423492	Glyco_hydro_2_N  [M=169]	
ATCC8482_final|contig00003|3_2838	PF22666.2	3420625	3423492	Glyco_hydro_2_N2  [M=167]	
ATCC8482_final|contig00003|3_2839	PF00657.28	3423511	3424785	Lipase_GDSL  [M=208]	
ATCC8482_final|contig00003|3_2839	PF13472.12	3423511	3424785	Lipase_GDSL_2  [M=178]	
ATCC8482_final|contig00003|3_2840	PF00295.23	3424803	3426287	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_2843	PF00295.23	3427779	3429203	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_2850	PF13304.12	3436140	3436859	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_2850	PF00005.33	3436140	3436859	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_2851	PF02687.26	3436869	3438125	FtsX  [M=120]	
ATCC8482_final|contig00003|3_2851	PF12704.13	3436869	3438125	MacB_PCD  [M=207]	
ATCC8482_final|contig00003|3_2852	PF02687.26	3438130	3439371	FtsX  [M=120]	
ATCC8482_final|contig00003|3_2853	PF13533.12	3439445	3440539	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_2853	PF13437.12	3439445	3440539	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_2853	PF16576.10	3439445	3440539	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_2855	PF13586.12	3442052	3443410	DDE_Tnp_1_2  [M=86]	
ATCC8482_final|contig00003|3_2855	PF05598.16	3442052	3443410	DUF772  [M=74]	
ATCC8482_final|contig00003|3_2858	PF00465.25	3445703	3447097	Fe-ADH  [M=168]	
ATCC8482_final|contig00003|3_2858	PF13685.12	3445703	3447097	Fe-ADH_2  [M=149]	
ATCC8482_final|contig00003|3_2859	PF08842.16	3447180	3448133	Mfa2  [M=277]	
ATCC8482_final|contig00003|3_2860	PF00005.33	3448145	3448804	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_2864	PF00254.34	3453322	3453963	FKBP_C  [M=94]	
ATCC8482_final|contig00003|3_2865	PF00587.30	3453974	3455515	tRNA-synt_2b  [M=179]	
ATCC8482_final|contig00003|3_2868	PF03572.23	3459218	3460246	Peptidase_S41  [M=165]	
ATCC8482_final|contig00003|3_2868	PF14684.11	3459218	3460246	Tricorn_C1  [M=59]	
ATCC8482_final|contig00003|3_2869	PF13802.12	3460497	3462950	Gal_mutarotas_2  [M=184]	
ATCC8482_final|contig00003|3_2869	PF21365.3	3460497	3462950	Glyco_hydro_31_3rd  [M=87]	
ATCC8482_final|contig00003|3_2870	PF14509.12	3463125	3465008	GH97_C  [M=97]	
ATCC8482_final|contig00003|3_2870	PF14508.12	3463125	3465008	GH97_N  [M=229]	
ATCC8482_final|contig00003|3_2870	PF10566.15	3463125	3465008	Glyco_hydro_97  [M=275]	
ATCC8482_final|contig00003|3_2872	PF14322.12	3465486	3467147	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2872	PF07980.17	3465486	3467147	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2873	PF13715.12	3467200	3470271	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2873	PF13620.12	3467200	3470271	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2873	PF07715.20	3467200	3470271	Plug  [M=107]	
ATCC8482_final|contig00003|3_2874	PF01120.23	3470362	3472008	Alpha_L_fucos  [M=345]	
ATCC8482_final|contig00003|3_2875	PF12833.13	3472250	3473110	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_2878	PF07690.21	3475128	3476387	MFS_1  [M=347]	
ATCC8482_final|contig00003|3_2889	PF00657.28	3487555	3488517	Lipase_GDSL  [M=208]	
ATCC8482_final|contig00003|3_2889	PF13472.12	3487555	3488517	Lipase_GDSL_2  [M=178]	
ATCC8482_final|contig00003|3_2892	PF00873.25	3490374	3493544	ACR_tran  [M=1021]	
ATCC8482_final|contig00003|3_2892	PF03176.21	3490374	3493544	MMPL  [M=333]	
ATCC8482_final|contig00003|3_2893	PF13533.12	3493626	3494648	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_2894	PF02321.23	3494672	3495997	OEP  [M=187]	
ATCC8482_final|contig00003|3_2897	PF02321.23	3497508	3498893	OEP  [M=187]	
ATCC8482_final|contig00003|3_2898	PF00873.25	3498905	3502123	ACR_tran  [M=1021]	
ATCC8482_final|contig00003|3_2898	PF03176.21	3498905	3502123	MMPL  [M=333]	
ATCC8482_final|contig00003|3_2899	PF13533.12	3502177	3503388	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_2899	PF13437.12	3502177	3503388	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_2899	PF16576.10	3502177	3503388	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_2906	PF00072.30	3512195	3515152	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_2909	PF01507.25	3517271	3518572	PAPS_reduct  [M=175]	
ATCC8482_final|contig00003|3_2914	PF02321.23	3523137	3524018	OEP  [M=187]	
ATCC8482_final|contig00003|3_2915	PF02321.23	3524050	3524601	OEP  [M=187]	
ATCC8482_final|contig00003|3_2916	PF00364.28	3524628	3525614	Biotin_lipoyl  [M=73]	
ATCC8482_final|contig00003|3_2916	PF13437.12	3524628	3525614	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_2916	PF16576.10	3524628	3525614	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_2921	PF03544.19	3529099	3530949	TonB_C  [M=79]	
ATCC8482_final|contig00003|3_2922	PF13614.12	3531017	3532120	AAA_31  [M=177]	
ATCC8482_final|contig00003|3_2922	PF02374.21	3531017	3532120	ArsA_ATPase  [M=305]	
ATCC8482_final|contig00003|3_2922	PF01656.29	3531017	3532120	CbiA  [M=125]	
ATCC8482_final|contig00003|3_2922	PF00142.24	3531017	3532120	Fer4_NifH  [M=271]	
ATCC8482_final|contig00003|3_2922	PF09140.17	3531017	3532120	MipZ  [M=262]	
ATCC8482_final|contig00003|3_2923	PF13649.12	3532128	3532886	Methyltransf_25  [M=97]	
ATCC8482_final|contig00003|3_2923	PF13847.12	3532128	3532886	Methyltransf_31  [M=145]	
ATCC8482_final|contig00003|3_2929	PF01554.23	3537867	3539237	MatE  [M=161]	
ATCC8482_final|contig00003|3_2929	PF14667.11	3537867	3539237	Polysacc_synt_C  [M=142]	
ATCC8482_final|contig00003|3_2931	PF00515.34	3540150	3542006	TPR_1  [M=34]	
ATCC8482_final|contig00003|3_2931	PF13424.12	3540150	3542006	TPR_12  [M=77]	
ATCC8482_final|contig00003|3_2931	PF07719.23	3540150	3542006	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_2935	PF14905.12	3544365	3544604	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2936	PF13715.12	3544567	3546672	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2936	PF13620.12	3544567	3546672	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2936	PF14905.12	3544567	3546672	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2936	PF00593.30	3544567	3546672	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_2937	PF13715.12	3546702	3549011	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2937	PF13620.12	3546702	3549011	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2937	PF14905.12	3546702	3549011	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2937	PF07715.20	3546702	3549011	Plug  [M=107]	
ATCC8482_final|contig00003|3_2939	PF13715.12	3549537	3551852	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2939	PF13620.12	3549537	3551852	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2939	PF14905.12	3549537	3551852	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2940	PF13353.11	3551864	3553225	Fer4_12  [M=137]	
ATCC8482_final|contig00003|3_2940	PF04055.27	3551864	3553225	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_2944	PF04055.27	3554349	3554702	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_2946	PF00515.34	3555356	3556600	TPR_1  [M=34]	
ATCC8482_final|contig00003|3_2946	PF13374.12	3555356	3556600	TPR_10  [M=42]	
ATCC8482_final|contig00003|3_2946	PF13424.12	3555356	3556600	TPR_12  [M=77]	
ATCC8482_final|contig00003|3_2946	PF07719.23	3555356	3556600	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_2946	PF13181.12	3555356	3556600	TPR_8  [M=34]	
ATCC8482_final|contig00003|3_2951	PF00005.33	3559048	3561249	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_2954	PF13353.11	3562680	3564185	Fer4_12  [M=137]	
ATCC8482_final|contig00003|3_2954	PF04055.27	3562680	3564185	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_2956	PF14905.12	3564725	3565117	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2958	PF13091.12	3566126	3568180	PLDc_2  [M=132]	
ATCC8482_final|contig00003|3_2960	PF01073.25	3568784	3569923	3Beta_HSD  [M=280]	
ATCC8482_final|contig00003|3_2960	PF16363.11	3568784	3569923	GDP_Man_Dehyd  [M=332]	
ATCC8482_final|contig00003|3_2960	PF07993.18	3568784	3569923	NAD_binding_4  [M=258]	
ATCC8482_final|contig00003|3_2960	PF02719.21	3568784	3569923	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_2960	PF04321.23	3568784	3569923	RmlD_sub_bind  [M=287]	
ATCC8482_final|contig00003|3_2961	PF13715.12	3570393	3573485	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2961	PF13620.12	3570393	3573485	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2961	PF07715.20	3570393	3573485	Plug  [M=107]	
ATCC8482_final|contig00003|3_2962	PF14322.12	3573498	3575315	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2962	PF07980.17	3573498	3575315	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2963	PF00703.27	3575502	3578729	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00003|3_2963	PF22666.2	3575502	3578729	Glyco_hydro_2_N2  [M=167]	
ATCC8482_final|contig00003|3_2963	PF16353.11	3575502	3578729	LacZ_4  [M=87]	
ATCC8482_final|contig00003|3_2965	PF14322.12	3580889	3582424	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2965	PF07980.17	3580889	3582424	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2966	PF13715.12	3582445	3585948	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2966	PF13620.12	3582445	3585948	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2966	PF07715.20	3582445	3585948	Plug  [M=107]	
ATCC8482_final|contig00003|3_2966	PF07660.19	3582445	3585948	STN  [M=52]	
ATCC8482_final|contig00003|3_2967	PF04773.18	3586006	3586992	FecR  [M=97]	
ATCC8482_final|contig00003|3_2967	PF16344.10	3586006	3586992	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_2968	PF04542.20	3587121	3587702	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_2968	PF04545.22	3587121	3587702	Sigma70_r4  [M=50]	
ATCC8482_final|contig00003|3_2968	PF08281.18	3587121	3587702	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_2969	PF13304.12	3587742	3589376	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_2969	PF00350.29	3587742	3589376	Dynamin_N  [M=168]	
ATCC8482_final|contig00003|3_2969	PF01926.29	3587742	3589376	MMR_HSR1  [M=113]	
ATCC8482_final|contig00003|3_2970	PF02080.26	3589492	3591162	TrkA_C  [M=71]	
ATCC8482_final|contig00003|3_2973	PF14322.12	3595995	3597332	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_2973	PF07980.17	3595995	3597332	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_2974	PF00593.30	3597346	3599307	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_2976	PF13715.12	3600072	3602381	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_2976	PF13620.12	3600072	3602381	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_2976	PF14905.12	3600072	3602381	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_2977	PF02518.31	3602552	3604048	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_2979	PF03176.21	3605477	3608593	MMPL  [M=333]	
ATCC8482_final|contig00003|3_2980	PF13533.12	3608598	3609728	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_2980	PF13437.12	3608598	3609728	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_2980	PF16576.10	3608598	3609728	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_2980	PF02321.23	3608598	3609728	OEP  [M=187]	
ATCC8482_final|contig00003|3_2993	PF03061.28	3620400	3620810	4HBT  [M=79]	
ATCC8482_final|contig00003|3_3000	PF01979.26	3627167	3628411	Amidohydro_1  [M=345]	
ATCC8482_final|contig00003|3_3004	PF01408.28	3631900	3633315	GFO_IDH_MocA  [M=120]	
ATCC8482_final|contig00003|3_3004	PF21252.2	3631900	3633315	Glyco_hydro_109_C  [M=187]	
ATCC8482_final|contig00003|3_3006	PF00027.35	3634169	3634753	cNMP_binding  [M=89]	
ATCC8482_final|contig00003|3_3007	PF01554.23	3634789	3636171	MatE  [M=161]	
ATCC8482_final|contig00003|3_3007	PF14667.11	3634789	3636171	Polysacc_synt_C  [M=142]	
ATCC8482_final|contig00003|3_3010	PF00037.32	3638662	3640413	Fer4  [M=24]	
ATCC8482_final|contig00003|3_3010	PF13237.11	3638662	3640413	Fer4_10  [M=53]	
ATCC8482_final|contig00003|3_3010	PF12797.12	3638662	3640413	Fer4_2  [M=22]	
ATCC8482_final|contig00003|3_3010	PF12837.12	3638662	3640413	Fer4_6  [M=24]	
ATCC8482_final|contig00003|3_3010	PF12838.12	3638662	3640413	Fer4_7  [M=52]	
ATCC8482_final|contig00003|3_3010	PF13183.11	3638662	3640413	Fer4_8  [M=68]	
ATCC8482_final|contig00003|3_3010	PF13187.11	3638662	3640413	Fer4_9  [M=52]	
ATCC8482_final|contig00003|3_3011	PF04055.27	3640422	3641456	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_3012	PF04055.27	3641469	3642887	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_3013	PF02421.24	3642951	3644141	FeoB_N  [M=156]	
ATCC8482_final|contig00003|3_3013	PF00009.33	3642951	3644141	GTP_EFTU  [M=188]	
ATCC8482_final|contig00003|3_3013	PF01926.29	3642951	3644141	MMR_HSR1  [M=113]	
ATCC8482_final|contig00003|3_3013	PF00071.28	3642951	3644141	Ras  [M=162]	
ATCC8482_final|contig00003|3_3014	PF03129.25	3644721	3646085	HGTP_anticodon  [M=94]	
ATCC8482_final|contig00003|3_3015	PF13407.12	3646244	3646531	Peripla_BP_4  [M=258]	
ATCC8482_final|contig00003|3_3016	PF01610.23	3646580	3647584	DDE_Tnp_ISL3  [M=240]	
ATCC8482_final|contig00003|3_3018	PF00532.27	3647887	3648534	Peripla_BP_1  [M=281]	
ATCC8482_final|contig00003|3_3024	PF13412.12	3654698	3655453	HTH_24  [M=48]	
ATCC8482_final|contig00003|3_3024	PF01047.28	3654698	3655453	MarR  [M=59]	
ATCC8482_final|contig00003|3_3027	PF02518.31	3657970	3662292	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_3027	PF00512.31	3657970	3662292	HisKA  [M=66]	
ATCC8482_final|contig00003|3_3027	PF12833.13	3657970	3662292	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_3027	PF00165.29	3657970	3662292	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_3027	PF07494.17	3657970	3662292	Reg_prop  [M=24]	
ATCC8482_final|contig00003|3_3027	PF00072.30	3657970	3662292	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_3027	PF07495.19	3657970	3662292	Y_Y_Y  [M=65]	
ATCC8482_final|contig00003|3_3028	PF12771.13	3662468	3664165	SusD-like_2  [M=415]	
ATCC8482_final|contig00003|3_3028	PF14322.12	3662468	3664165	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_3028	PF07980.17	3662468	3664165	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_3029	PF13715.12	3664185	3667454	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_3029	PF13620.12	3664185	3667454	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_3029	PF07715.20	3664185	3667454	Plug  [M=107]	
ATCC8482_final|contig00003|3_3029	PF07660.19	3664185	3667454	STN  [M=52]	
ATCC8482_final|contig00003|3_3029	PF00593.30	3664185	3667454	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_3030	PF04773.18	3667483	3668469	FecR  [M=97]	
ATCC8482_final|contig00003|3_3030	PF16344.10	3667483	3668469	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_3031	PF00196.25	3668534	3669136	GerE  [M=57]	
ATCC8482_final|contig00003|3_3031	PF13412.12	3668534	3669136	HTH_24  [M=48]	
ATCC8482_final|contig00003|3_3031	PF07638.17	3668534	3669136	Sigma70_ECF  [M=185]	
ATCC8482_final|contig00003|3_3031	PF04542.20	3668534	3669136	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_3031	PF08281.18	3668534	3669136	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_3032	PF22422.2	3669139	3670401	MGH1-like_GH  [M=356]	
ATCC8482_final|contig00003|3_3033	PF03050.20	3670493	3672106	DDE_Tnp_IS66  [M=284]	
ATCC8482_final|contig00003|3_3033	PF13007.12	3670493	3672106	LZ_Tnp_IS66  [M=71]	
ATCC8482_final|contig00003|3_3034	PF05717.18	3672175	3672684	TnpB_IS66  [M=101]	
ATCC8482_final|contig00003|3_3037	PF12833.13	3673952	3674854	HTH_18  [M=80]	
